asset_ref,taxonomy,lon,lat,probability(structural-no_damage),probability(structural-slight),probability(structural-moderate),probability(structural-extensive),probability(structural-complete)
CA-T6085509105-PC-S3,S3-PC,-1.22E+02,3.74E+01,0.0262,0.1392,0.1194,0.1727,0.54
CA-T6085509105-PC-S4,S4L-PC,-1.22E+02,3.74E+01,0.0832,0.013,0.1946,0.1175,0.59
CA-T6085509105-PC-S5,S5L-PC,-1.22E+02,3.74E+01,0.1723,0.1316,0.1975,0.0671,0.43
CA-T6085509105-PC-UR,URML-PC,-1.22E+02,3.74E+01,0.1176,0.1949,0.0575,0.0802,0.55
CA-T6085509105-PC-W1,W1-PC,-1.22E+02,3.74E+01,0.2427,0.0396,0.012,0.0072,0.7
CA-T6085509105-PC-S1,S1M-PC,-1.22E+02,3.74E+01,0.2491,0.0658,0.1645,0.1076,0.41
CA-T6085509105-PC-S2,S2M-PC,-1.22E+02,3.74E+01,0.2307,0.0717,0.1953,0.0499,0.45
CA-T6085509105-PC-S4,S4M-PC,-1.22E+02,3.74E+01,0.1461,0.166,0.1204,0.0873,0.48
CA-T6085509105-PC-C1,C1M-PC,-1.22E+02,3.74E+01,0.205,0.0463,0.153,0.1515,0.44
CA-T6085509105-PC-C2,C2M-PC,-1.22E+02,3.74E+01,0.0295,0.1459,0.0039,0.0757,0.74
CA-T6085509105-PC-PC,PC2M-PC,-1.22E+02,3.74E+01,0.0482,0.1793,0.0129,0.0177,0.74
CA-T6085509105-PC-RM,RM1M-PC,-1.22E+02,3.74E+01,0.1174,0.0726,0.1926,0.077,0.54
CA-T6085509105-PC-RM,RM2M-PC,-1.22E+02,3.74E+01,0.0194,0.1426,0.0348,0.1168,0.69
CA-T6085509105-PC-S1,S1H-PC,-1.22E+02,3.74E+01,0.2151,0.1163,0.0592,0.0189,0.59
CA-T6085509105-PC-S2,S2H-PC,-1.22E+02,3.74E+01,0.1785,0.032,0.1528,0.1209,0.52
CA-T6085509105-PC-S4,S4H-PC,-1.22E+02,3.74E+01,0.0403,0.0292,0.1114,0.0408,0.78
CA-T6085509105-PC-C1,C1H-PC,-1.22E+02,3.74E+01,0.2075,0.0997,0.1357,0.0231,0.53
CA-T6085509105-PC-C2,C2H-PC,-1.22E+02,3.74E+01,0.1715,0.0296,0.1321,0.1733,0.49
CA-T6085509105-PC-C3,C3H-PC,-1.22E+02,3.74E+01,0.1855,0.1404,0.0043,0.0298,0.64
CA-T6085509105-PC-PC,PC2H-PC,-1.22E+02,3.74E+01,0.2081,0.082,0.1024,0.0655,0.54
CA-T6085509105-PC-RM,RM2H-PC,-1.22E+02,3.74E+01,0.0953,0.0151,0.1847,0.1298,0.58
CA-T6001430200-PC-C2,C2L-PC,-1.22E+02,3.77E+01,0.095,0.0089,0.0124,0.0567,0.83
CA-T6001430200-PC-C3,C3L-PC,-1.22E+02,3.77E+01,0.1484,0.0178,0.1512,0.0325,0.65
CA-T6001430200-PC-MH,MH-PC,-1.22E+02,3.77E+01,0.1406,0.0328,0.051,0.1762,0.6
CA-T6001430200-PC-RM,RM1L-PC,-1.22E+02,3.77E+01,0.0212,0.0809,0.101,0.0778,0.72
CA-T6001430200-PC-S3,S3-PC,-1.22E+02,3.77E+01,0.2193,0.1983,0.0445,0.1603,0.38
CA-T6001430200-PC-S4,S4L-PC,-1.22E+02,3.77E+01,0.1271,0.0031,0.1709,0.1723,0.53
CA-T6001430200-PC-S5,S5L-PC,-1.22E+02,3.77E+01,0.069,0.104,0.0185,0.0958,0.71
CA-T6001430200-PC-UR,URML-PC,-1.22E+02,3.77E+01,0.0487,0.0494,0.1627,0.1443,0.59
CA-T6001430200-PC-W1,W1-PC,-1.22E+02,3.77E+01,0.0243,0.1306,0.1275,0.0819,0.64
CA-T6085507702-PC-RM,RM1L-PC,-1.22E+02,3.73E+01,0.2028,0.1412,0.0118,0.0516,0.59
CA-T6085507702-PC-W1,W1-PC,-1.22E+02,3.73E+01,0.2298,0.0121,0.1414,0.1303,0.49
CA-T6001437900-PC-C2,C2L-PC,-1.22E+02,3.76E+01,0.1976,0.0926,0.1027,0.1127,0.49
CA-T6001437900-PC-C3,C3L-PC,-1.22E+02,3.76E+01,0.1243,0.0969,0.1047,0.0688,0.61
CA-T6001437900-PC-MH,MH-PC,-1.22E+02,3.76E+01,0.1284,0.1395,0.0971,0.1287,0.51
CA-T6001437900-PC-PC,PC2L-PC,-1.22E+02,3.76E+01,0.1083,0.1355,0.0133,0.0911,0.65
CA-T6001437900-PC-RM,RM1L-PC,-1.22E+02,3.76E+01,0.0603,0.1567,0.0064,0.156,0.62
CA-T6001437900-PC-S1,S1L-PC,-1.22E+02,3.76E+01,0.1145,0.034,0.0518,0.178,0.62
CA-T6001437900-PC-S2,S2L-PC,-1.22E+02,3.76E+01,0.0706,0.113,0.1846,0.129,0.5
CA-T6001437900-PC-S3,S3-PC,-1.22E+02,3.76E+01,0.1648,0.1692,0.0002,0.14,0.53
CA-T6001437900-PC-S4,S4L-PC,-1.22E+02,3.76E+01,0.2198,0.0488,0.12,0.131,0.48
CA-T6001437900-PC-S5,S5L-PC,-1.22E+02,3.76E+01,0.0135,0.1645,0.0387,0.1144,0.67
CA-T6001437900-PC-UR,URML-PC,-1.22E+02,3.76E+01,0.0063,0.0112,0.0677,0.1731,0.74
CA-T6001437900-PC-W1,W1-PC,-1.22E+02,3.76E+01,0.1452,0.0852,0.0691,0.0304,0.67
CA-T6001437900-PC-S1,S1M-PC,-1.22E+02,3.76E+01,0.2189,0.1687,0.1788,0.1879,0.25
CA-T6001437900-PC-S2,S2M-PC,-1.22E+02,3.76E+01,0.2347,0.0584,0.0797,0.1037,0.52
CA-T6001437900-PC-S4,S4M-PC,-1.22E+02,3.76E+01,0.0154,0.1993,0.0516,0.0559,0.68
CA-T6001437900-PC-C1,C1M-PC,-1.22E+02,3.76E+01,0.1144,0.1669,0.0746,0.1671,0.48
CA-T6001437900-PC-C2,C2M-PC,-1.22E+02,3.76E+01,0.0157,0.105,0.1738,0.0657,0.64
CA-T6001437900-PC-C3,C3M-PC,-1.22E+02,3.76E+01,0.0653,0.1742,0.1249,0.1271,0.51
CA-T6001437900-PC-PC,PC2M-PC,-1.22E+02,3.76E+01,0.1493,0.1593,0.0448,0.1455,0.5
CA-T6001437900-PC-RM,RM1M-PC,-1.22E+02,3.76E+01,0.0726,0.1618,0.0766,0.1511,0.54
CA-T6001437900-PC-RM,RM2M-PC,-1.22E+02,3.76E+01,0.0105,0.0438,0.1386,0.0296,0.78
CA-T6001437900-PC-UR,URMM-PC,-1.22E+02,3.76E+01,0.0891,0.0593,0.1629,0.1961,0.49
CA-T6001437900-PC-S1,S1H-PC,-1.22E+02,3.76E+01,0.1345,0.0853,0.1439,0.005,0.63
CA-T6001437900-PC-S2,S2H-PC,-1.22E+02,3.76E+01,0.1586,0.0451,0.1449,0.104,0.55
CA-T6001437900-PC-S4,S4H-PC,-1.22E+02,3.76E+01,0.0206,0.0923,0.1408,0.0481,0.7
CA-T6001437900-PC-C1,C1H-PC,-1.22E+02,3.76E+01,0.0387,0.1893,0.0809,0.1513,0.54
CA-T6001437900-PC-C2,C2H-PC,-1.22E+02,3.76E+01,0.0168,0.1612,0.1717,0.0499,0.6
CA-T6001437900-PC-C3,C3H-PC,-1.22E+02,3.76E+01,0.189,0.0852,0.1749,0.0536,0.5
CA-T6001437900-PC-PC,PC2H-PC,-1.22E+02,3.76E+01,0.0582,0.1702,0.1445,0.1245,0.5
CA-T6085509109-PC-C2,C2L-PC,-1.22E+02,3.74E+01,0.0178,0.1777,0.1421,0.1344,0.53
CA-T6085509109-PC-C3,C3L-PC,-1.22E+02,3.74E+01,0.0369,0.086,0.1319,0.1427,0.6
CA-T6085509109-PC-MH,MH-PC,-1.22E+02,3.74E+01,0.2187,0.02,0.1507,0.0688,0.54
CA-T6085509109-PC-PC,PC2L-PC,-1.22E+02,3.74E+01,0.1678,0.1476,0.1202,0.1291,0.44
CA-T6085509109-PC-RM,RM1L-PC,-1.22E+02,3.74E+01,0.2297,0.0076,0.0482,0.0342,0.68
CA-T6085509109-PC-S1,S1L-PC,-1.22E+02,3.74E+01,0.0227,0.0724,0.1117,0.0017,0.79
CA-T6085509109-PC-S2,S2L-PC,-1.22E+02,3.74E+01,0.1007,0.0299,0.1482,0.051,0.67
CA-T6085509109-PC-S3,S3-PC,-1.22E+02,3.74E+01,0.1962,0.1158,0.0319,0.1333,0.52
CA-T6085509109-PC-S4,S4L-PC,-1.22E+02,3.74E+01,0.1971,0.1214,0.0076,0.1861,0.49
CA-T6085509109-PC-S5,S5L-PC,-1.22E+02,3.74E+01,0.1647,0.0174,0.0124,0.0115,0.79
CA-T6085509109-PC-UR,URML-PC,-1.22E+02,3.74E+01,0.1391,0.0879,0.0787,0.0816,0.61
CA-T6085509109-PC-W1,W1-PC,-1.22E+02,3.74E+01,0.2328,0.1789,0.144,0.1284,0.32
CA-T6085509109-PC-S1,S1M-PC,-1.22E+02,3.74E+01,0.2019,0.0639,0.0901,0.135,0.51
CA-T6085509109-PC-S2,S2M-PC,-1.22E+02,3.74E+01,0.1063,0.1974,0.1778,0.1254,0.39
CA-T6085509109-PC-S4,S4M-PC,-1.22E+02,3.74E+01,0.1696,0.1551,0.0497,0.099,0.53
CA-T6085509109-PC-C1,C1M-PC,-1.22E+02,3.74E+01,0.2408,0.1664,0.0759,0.1099,0.41
CA-T6085509109-PC-C2,C2M-PC,-1.22E+02,3.74E+01,0.0134,0.0385,0.098,0.1771,0.67
CA-T6085509109-PC-C3,C3M-PC,-1.22E+02,3.74E+01,0.1337,0.0422,0.0556,0.1673,0.6
CA-T6085509109-PC-PC,PC2M-PC,-1.22E+02,3.74E+01,0.1659,0.0516,0.0864,0.0973,0.6
CA-T6085509109-PC-RM,RM1M-PC,-1.22E+02,3.74E+01,0.1961,0.1658,0.0818,0.1111,0.45
CA-T6085509109-PC-RM,RM2M-PC,-1.22E+02,3.74E+01,0.01,0.1588,0.0149,0.0712,0.75
CA-T6085509109-PC-UR,URMM-PC,-1.22E+02,3.74E+01,0.2056,0.0572,0.098,0.1312,0.51
CA-T6085509109-PC-S1,S1H-PC,-1.22E+02,3.74E+01,0.1423,0.0345,0.0822,0.0387,0.7
CA-T6085509109-PC-S2,S2H-PC,-1.22E+02,3.74E+01,0.1485,0.1756,0.1795,0.0967,0.4
CA-T6085509109-PC-S4,S4H-PC,-1.22E+02,3.74E+01,0.1879,0.1771,0.0965,0.1046,0.43
CA-T6085509109-PC-C1,C1H-PC,-1.22E+02,3.74E+01,0.1305,0.0824,0.1963,0.1708,0.42
CA-T6085509109-PC-C2,C2H-PC,-1.22E+02,3.74E+01,0.0467,0.1029,0.0677,0.0321,0.75
CA-T6085509109-PC-C3,C3H-PC,-1.22E+02,3.74E+01,0.2188,0.0397,0.0637,0.0738,0.6
CA-T6085509109-PC-PC,PC2H-PC,-1.22E+02,3.74E+01,0.0913,0.1955,0.0564,0.0057,0.65
CA-T6085509109-PC-RM,RM2H-PC,-1.22E+02,3.74E+01,0.1986,0.1502,0.1958,0.0333,0.42
CA-T6001438204-PC-C2,C2L-PC,-1.22E+02,3.76E+01,0.1972,0.0398,0.002,0.1433,0.62
CA-T6001438204-PC-C3,C3L-PC,-1.22E+02,3.76E+01,0.2303,0.1164,0.1191,0.0404,0.49
CA-T6001438204-PC-MH,MH-PC,-1.22E+02,3.76E+01,0.2423,0.1427,0.127,0.1855,0.3
CA-T6001438204-PC-PC,PC2L-PC,-1.22E+02,3.76E+01,0.1719,0.0049,0.0905,0.0467,0.69
CA-T6001438204-PC-RM,RM1L-PC,-1.22E+02,3.76E+01,0.1223,0.1095,0.1738,0.1247,0.47
CA-T6001438204-PC-S1,S1L-PC,-1.22E+02,3.76E+01,0.0984,0.1174,0.1697,0.132,0.48
CA-T6001438204-PC-S2,S2L-PC,-1.22E+02,3.76E+01,0.1307,0.06,0.1236,0.0017,0.68
CA-T6001438204-PC-S3,S3-PC,-1.22E+02,3.76E+01,0.0908,0.0405,0.029,0.1449,0.69
CA-T6001438204-PC-S4,S4L-PC,-1.22E+02,3.76E+01,0.0707,0.0832,0.143,0.1718,0.53
CA-T6001438204-PC-S5,S5L-PC,-1.22E+02,3.76E+01,0.1587,0.0297,0.1239,0.0347,0.65
CA-T6001438204-PC-UR,URML-PC,-1.22E+02,3.76E+01,0.2298,0.0464,0.1186,0.163,0.44
CA-T6001438204-PC-W1,W1-PC,-1.22E+02,3.76E+01,0.0816,0.0636,0.0031,0.0306,0.82
CA-T6001438204-PC-S1,S1M-PC,-1.22E+02,3.76E+01,0.1585,0.0476,0.1173,0.0735,0.6
CA-T6001438204-PC-S2,S2M-PC,-1.22E+02,3.76E+01,0.1371,0.0564,0.0438,0.193,0.57
CA-T6001438204-PC-S4,S4M-PC,-1.22E+02,3.76E+01,0.1232,0.0819,0.0755,0.1302,0.59
CA-T6001438204-PC-C1,C1M-PC,-1.22E+02,3.76E+01,0.0258,0.1639,0.076,0.1846,0.55
CA-T6001438204-PC-C2,C2M-PC,-1.22E+02,3.76E+01,0.0206,0.1285,0.1248,0.0433,0.68
CA-T6001438204-PC-C3,C3M-PC,-1.22E+02,3.76E+01,0.1294,0.0992,0.1791,0.1441,0.45
CA-T6001438204-PC-PC,PC2M-PC,-1.22E+02,3.76E+01,0.1461,0.0831,0.0032,0.0235,0.74
CA-T6001438204-PC-RM,RM1M-PC,-1.22E+02,3.76E+01,0.217,0.0472,0.1959,0.0906,0.45
CA-T6001438204-PC-RM,RM2M-PC,-1.22E+02,3.76E+01,0.1124,0.1093,0.153,0.1962,0.43
CA-T6001438204-PC-UR,URMM-PC,-1.22E+02,3.76E+01,0.1067,0.0132,0.0218,0.0833,0.77
CA-T6001438204-PC-S1,S1H-PC,-1.22E+02,3.76E+01,0.1279,0.0472,0.1292,0.0064,0.69
CA-T6001438204-PC-S2,S2H-PC,-1.22E+02,3.76E+01,0.0829,0.0596,0.1954,0.0949,0.57
CA-T6001438204-PC-S4,S4H-PC,-1.22E+02,3.76E+01,0.1636,0.1133,0.0584,0.0502,0.61
CA-T6001438204-PC-C1,C1H-PC,-1.22E+02,3.76E+01,0.1887,0.1976,0.1244,0.1054,0.38
CA-T6001438204-PC-C2,C2H-PC,-1.22E+02,3.76E+01,0.1478,0.1097,0.1674,0.1299,0.45
CA-T6001438204-PC-C3,C3H-PC,-1.22E+02,3.76E+01,0.0549,0.173,0.0026,0.0132,0.76
CA-T6001438204-PC-PC,PC2H-PC,-1.22E+02,3.76E+01,0.1236,0.0611,0.1181,0.1507,0.55
CA-T6013339001-PC-C2,C2L-PC,-1.22E+02,3.79E+01,0.1518,0.0383,0.1267,0.1274,0.56
CA-T6013339001-PC-C3,C3L-PC,-1.22E+02,3.79E+01,0.0391,0.1506,0.0287,0.1498,0.63
CA-T6013339001-PC-MH,MH-PC,-1.22E+02,3.79E+01,0.1135,0.0916,0.0808,0.0007,0.71
CA-T6013339001-PC-PC,PC2L-PC,-1.22E+02,3.79E+01,0.1136,0.0482,0.1153,0.0554,0.67
CA-T6013339001-PC-RM,RM1L-PC,-1.22E+02,3.79E+01,0.0335,0.1253,0.1457,0.1224,0.57
CA-T6013339001-PC-S1,S1L-PC,-1.22E+02,3.79E+01,0.1769,0.1034,0.1073,0.1812,0.43
CA-T6013339001-PC-S2,S2L-PC,-1.22E+02,3.79E+01,0.094,0.131,0.1276,0.1007,0.55
CA-T6013339001-PC-S3,S3-PC,-1.22E+02,3.79E+01,0.2015,0.1419,0.1747,0.0099,0.47
CA-T6013339001-PC-S4,S4L-PC,-1.22E+02,3.79E+01,0.0234,0.1801,0.135,0.065,0.6
CA-T6013339001-PC-S5,S5L-PC,-1.22E+02,3.79E+01,0.1507,0.0645,0.1217,0.1679,0.5
CA-T6013339001-PC-UR,URML-PC,-1.22E+02,3.79E+01,0.0029,0.0094,0.0194,0.1291,0.84
CA-T6013339001-PC-W1,W1-PC,-1.22E+02,3.79E+01,0.1592,0.1075,0.1066,0.1867,0.44
CA-T6013339001-PC-S1,S1M-PC,-1.22E+02,3.79E+01,0.061,0.0258,0.104,0.0883,0.72
CA-T6013339001-PC-S2,S2M-PC,-1.22E+02,3.79E+01,0.0248,0.1312,0.0537,0.1476,0.64
CA-T6013339001-PC-S4,S4M-PC,-1.22E+02,3.79E+01,0.2102,0.0859,0.0818,0.0517,0.57
CA-T6013339001-PC-C1,C1M-PC,-1.22E+02,3.79E+01,0.0856,0.079,0.1782,0.0781,0.58
CA-T6013339001-PC-C2,C2M-PC,-1.22E+02,3.79E+01,0.0379,0.1409,0.1992,0.0523,0.57
CA-T6013339001-PC-PC,PC2M-PC,-1.22E+02,3.79E+01,0.0015,0.0426,0.0503,0.0335,0.87
CA-T6013339001-PC-RM,RM1M-PC,-1.22E+02,3.79E+01,0.1695,0.1683,0.0625,0.0008,0.6
CA-T6013339001-PC-RM,RM2M-PC,-1.22E+02,3.79E+01,0.0886,0.1684,0.1929,0.0221,0.53
CA-T6013339001-PC-S1,S1H-PC,-1.22E+02,3.79E+01,0.1152,0.1726,0.0954,0.1136,0.5
CA-T6013339001-PC-S2,S2H-PC,-1.22E+02,3.79E+01,0.0807,0.0153,0.1608,0.0942,0.65
CA-T6013339001-PC-S4,S4H-PC,-1.22E+02,3.79E+01,0.0491,0.0795,0.0749,0.1046,0.69
CA-T6013339001-PC-C1,C1H-PC,-1.22E+02,3.79E+01,0.0491,0.0032,0.1475,0.0526,0.75
CA-T6013339001-PC-C2,C2H-PC,-1.22E+02,3.79E+01,0.1985,0.0632,0.1574,0.1005,0.48
CA-T6013339001-PC-C3,C3H-PC,-1.22E+02,3.79E+01,0.108,0.1153,0.0011,0.1547,0.62
CA-T6013339001-PC-PC,PC2H-PC,-1.22E+02,3.79E+01,0.1762,0.1593,0.1619,0.0791,0.42
CA-T6013339001-PC-RM,RM2H-PC,-1.22E+02,3.79E+01,0.0982,0.1205,0.1541,0.1122,0.52
CA-T6095252401-PC-C2,C2L-PC,-1.22E+02,3.83E+01,0.0226,0.0234,0.1387,0.0216,0.79
CA-T6095252401-PC-C3,C3L-PC,-1.22E+02,3.83E+01,0.0757,0.0863,0.0882,0.1617,0.59
CA-T6095252401-PC-MH,MH-PC,-1.22E+02,3.83E+01,0.087,0.0642,0.0749,0.1882,0.59
CA-T6095252401-PC-RM,RM1L-PC,-1.22E+02,3.83E+01,0.2228,0.1356,0.1698,0.1347,0.34
CA-T6095252401-PC-S1,S1L-PC,-1.22E+02,3.83E+01,0.1685,0.1824,0.163,0.1023,0.38
CA-T6095252401-PC-S2,S2L-PC,-1.22E+02,3.83E+01,0.1752,0.1504,0.0095,0.098,0.57
CA-T6095252401-PC-S3,S3-PC,-1.22E+02,3.83E+01,0.0107,0.1458,0.1322,0.117,0.59
CA-T6095252401-PC-S4,S4L-PC,-1.22E+02,3.83E+01,0.0784,0.1475,0.1448,0.0117,0.62
CA-T6095252401-PC-S5,S5L-PC,-1.22E+02,3.83E+01,0.2349,0.0797,0.0405,0.0809,0.56
CA-T6095252401-PC-UR,URML-PC,-1.22E+02,3.83E+01,0.0949,0.0583,0.1232,0.1286,0.59
CA-T6095252401-PC-W1,W1-PC,-1.22E+02,3.83E+01,0.2256,0.1943,0.055,0.027,0.5
CA-T6095252401-PC-S1,S1M-PC,-1.22E+02,3.83E+01,0.2355,0.0958,0.0193,0.0797,0.57
CA-T6095252401-PC-S2,S2M-PC,-1.22E+02,3.83E+01,0.0501,0.1724,0.0004,0.0459,0.73
CA-T6095252401-PC-S4,S4M-PC,-1.22E+02,3.83E+01,0.1942,0.1626,0.0676,0.1923,0.38
CA-T6095252401-PC-C1,C1M-PC,-1.22E+02,3.83E+01,0.0152,0.0409,0.1621,0.0677,0.71
CA-T6095252401-PC-C2,C2M-PC,-1.22E+02,3.83E+01,0.0637,0.0382,0.039,0.058,0.8
CA-T6095252401-PC-C3,C3M-PC,-1.22E+02,3.83E+01,0.0387,0.1709,0.0596,0.1339,0.6
CA-T6095252401-PC-PC,PC2M-PC,-1.22E+02,3.83E+01,0.2261,0.1441,0.0015,0.0279,0.6
CA-T6095252401-PC-RM,RM1M-PC,-1.22E+02,3.83E+01,0.1839,0.1474,0.1401,0.1465,0.38
CA-T6095252401-PC-RM,RM2M-PC,-1.22E+02,3.83E+01,0.019,0.0413,0.0947,0.1379,0.71
CA-T6095252401-PC-UR,URMM-PC,-1.22E+02,3.83E+01,0.0849,0.0217,0.0892,0.0424,0.76
CA-T6095252401-PC-S1,S1H-PC,-1.22E+02,3.83E+01,0.0463,0.0738,0.0362,0.0532,0.79
CA-T6095252401-PC-S2,S2H-PC,-1.22E+02,3.83E+01,0.1161,0.0011,0.0532,0.0061,0.82
CA-T6095252401-PC-C1,C1H-PC,-1.22E+02,3.83E+01,0.1623,0.1649,0.0924,0.1454,0.44
CA-T6095252401-PC-C2,C2H-PC,-1.22E+02,3.83E+01,0.0869,0.0836,0.0336,0.1881,0.61
CA-T6095252401-PC-C3,C3H-PC,-1.22E+02,3.83E+01,0.0474,0.1729,0.086,0.1637,0.53
CA-T6001438203-PC-C2,C2L-PC,-1.22E+02,3.76E+01,0.0204,0.0322,0.1906,0.0379,0.72
CA-T6001438203-PC-MH,MH-PC,-1.22E+02,3.76E+01,0.0937,0.0238,0.0125,0.1696,0.7
CA-T6001438203-PC-RM,RM1L-PC,-1.22E+02,3.76E+01,0.1178,0.1099,0.1303,0.1502,0.49
CA-T6001438203-PC-S3,S3-PC,-1.22E+02,3.76E+01,0.1375,0.0222,0.1157,0.1488,0.58
CA-T6001438203-PC-S4,S4L-PC,-1.22E+02,3.76E+01,0.202,0.0564,0.0977,0.062,0.58
CA-T6001438203-PC-W1,W1-PC,-1.22E+02,3.76E+01,0.2266,0.1451,0.118,0.1369,0.37
CA-T6001438203-PC-S1,S1M-PC,-1.22E+02,3.76E+01,0.2119,0.0957,0.1229,0.1876,0.38
CA-T6001438203-PC-S2,S2M-PC,-1.22E+02,3.76E+01,0.1453,0.0816,0.0978,0.1131,0.56
CA-T6001438203-PC-S4,S4M-PC,-1.22E+02,3.76E+01,0.0315,0.0849,0.1403,0.128,0.62
CA-T6001438203-PC-C1,C1M-PC,-1.22E+02,3.76E+01,0.065,0.0951,0.0613,0.0619,0.72
CA-T6001438203-PC-C2,C2M-PC,-1.22E+02,3.76E+01,0.1074,0.1973,0.111,0.1042,0.48
CA-T6001438203-PC-PC,PC2M-PC,-1.22E+02,3.76E+01,0.1031,0.1596,0.1164,0.1199,0.5
CA-T6001438203-PC-RM,RM1M-PC,-1.22E+02,3.76E+01,0.2462,0.0394,0.0853,0.0307,0.6
CA-T6001438203-PC-RM,RM2M-PC,-1.22E+02,3.76E+01,0.1205,0.1978,0.0827,0.0073,0.59
CA-T6001438203-PC-S1,S1H-PC,-1.22E+02,3.76E+01,0.2248,0.1239,0.0241,0.1428,0.48
CA-T6001438203-PC-S2,S2H-PC,-1.22E+02,3.76E+01,0.0972,0.1906,0.0689,0.1544,0.49
CA-T6001438203-PC-S4,S4H-PC,-1.22E+02,3.76E+01,0.2406,0.0738,0.0313,0.1234,0.53
CA-T6001438203-PC-C1,C1H-PC,-1.22E+02,3.76E+01,0.1588,0.0692,0.1976,0.1381,0.44
CA-T6001438203-PC-C2,C2H-PC,-1.22E+02,3.76E+01,0.1469,0.0207,0.0147,0.0484,0.77
CA-T6001438203-PC-C3,C3H-PC,-1.22E+02,3.76E+01,0.2463,0.0478,0.0173,0.1575,0.53
CA-T6001438203-PC-PC,PC2H-PC,-1.22E+02,3.76E+01,0.0331,0.0862,0.025,0.0507,0.81
CA-T6001438203-PC-RM,RM2H-PC,-1.22E+02,3.76E+01,0.1408,0.1056,0.0828,0.0344,0.64
CA-T6085508301-PC-C2,C2L-PC,-1.22E+02,3.73E+01,0.2229,0.1885,0.0884,0.1992,0.3
CA-T6085508301-PC-C3,C3L-PC,-1.22E+02,3.73E+01,0.1747,0.1289,0.1546,0.0251,0.52
CA-T6085508301-PC-MH,MH-PC,-1.22E+02,3.73E+01,0.1416,0.0766,0.1999,0.0915,0.49
CA-T6085508301-PC-RM,RM1L-PC,-1.22E+02,3.73E+01,0.1586,0.1126,0.0325,0.0294,0.67
CA-T6085508301-PC-S1,S1L-PC,-1.22E+02,3.73E+01,0.1102,0.0322,0.0122,0.1834,0.66
CA-T6085508301-PC-S2,S2L-PC,-1.22E+02,3.73E+01,0.171,0.0612,0.0928,0.1058,0.57
CA-T6085508301-PC-S3,S3-PC,-1.22E+02,3.73E+01,0.2061,0.0446,0.126,0.0233,0.6
CA-T6085508301-PC-S5,S5L-PC,-1.22E+02,3.73E+01,0.1329,0.1632,0.1187,0.1792,0.41
CA-T6085508301-PC-UR,URML-PC,-1.22E+02,3.73E+01,0.1769,0.1256,0.1696,0.1781,0.35
CA-T6085508301-PC-W1,W1-PC,-1.22E+02,3.73E+01,0.0172,0.0648,0.0635,0.1607,0.69
CA-T6085509108-PC-C2,C2L-PC,-1.22E+02,3.74E+01,0.2495,0.1468,0.1356,0.147,0.32
CA-T6085509108-PC-C3,C3L-PC,-1.22E+02,3.74E+01,0.1983,0.0791,0.0888,0.0694,0.56
CA-T6085509108-PC-MH,MH-PC,-1.22E+02,3.74E+01,0.1012,0.1268,0.176,0.1511,0.44
CA-T6085509108-PC-PC,PC2L-PC,-1.22E+02,3.74E+01,0.0445,0.1354,0.0012,0.0475,0.77
CA-T6085509108-PC-RM,RM1L-PC,-1.22E+02,3.74E+01,0.1794,0.1145,0.0014,0.0773,0.63
CA-T6085509108-PC-S1,S1L-PC,-1.22E+02,3.74E+01,0.2251,0.1222,0.1242,0.1669,0.36
CA-T6085509108-PC-S2,S2L-PC,-1.22E+02,3.74E+01,0.1861,0.1783,0.0593,0.0276,0.55
CA-T6085509108-PC-S3,S3-PC,-1.22E+02,3.74E+01,0.0789,0.0599,0.1423,0.0153,0.7
CA-T6085509108-PC-S4,S4L-PC,-1.22E+02,3.74E+01,0.2104,0.1743,0.0676,0.154,0.39
CA-T6085509108-PC-S5,S5L-PC,-1.22E+02,3.74E+01,0.0519,0.0855,0.132,0.0259,0.7
CA-T6085509108-PC-UR,URML-PC,-1.22E+02,3.74E+01,0.0087,0.1396,0.1357,0.1651,0.55
CA-T6085509108-PC-W1,W1-PC,-1.22E+02,3.74E+01,0.1189,0.1858,0.1948,0.1138,0.39
CA-T6085509108-PC-S1,S1M-PC,-1.22E+02,3.74E+01,0.2476,0.1648,0.1139,0.0643,0.41
CA-T6085509108-PC-S2,S2M-PC,-1.22E+02,3.74E+01,0.2048,0.1531,0.1248,0.0803,0.44
CA-T6085509108-PC-S4,S4M-PC,-1.22E+02,3.74E+01,0.1709,0.128,0.0962,0.0629,0.54
CA-T6085509108-PC-C1,C1M-PC,-1.22E+02,3.74E+01,0.2212,0.1248,0.0532,0.0249,0.58
CA-T6085509108-PC-C2,C2M-PC,-1.22E+02,3.74E+01,0.0256,0.152,0.1037,0.181,0.54
CA-T6085509108-PC-C3,C3M-PC,-1.22E+02,3.74E+01,0.2437,0.0618,0.0449,0.1689,0.48
CA-T6085509108-PC-PC,PC2M-PC,-1.22E+02,3.74E+01,0.1259,0.0904,0.0338,0.0675,0.68
CA-T6085509108-PC-RM,RM1M-PC,-1.22E+02,3.74E+01,0.0571,0.1926,0.1805,0.0972,0.47
CA-T6085509108-PC-RM,RM2M-PC,-1.22E+02,3.74E+01,0.1874,0.1252,0.1271,0.1952,0.37
CA-T6085509108-PC-UR,URMM-PC,-1.22E+02,3.74E+01,0.1513,0.1948,0.1999,0.1059,0.35
CA-T6085509108-PC-S1,S1H-PC,-1.22E+02,3.74E+01,0.2216,0.0931,0.0995,0.1734,0.41
